SUBID,LONGITUDE,LATITUDE
9739400,20.1175,40.2042
9000763,20.554,40.1208
9000018,20.4972,40.1333
9738973,20.3617,40.2775
9739151,20.1075,40.3042
9739761,20.0425,40.2992
9739697,19.875,40.3875
9738862,19.7358,40.4175
9739156,19.6758,40.5333
9738958,19.5092,40.6358
9759612,27.0833,39.9625
9761429,26.8325,39.9842
9759806,27.2308,40.175
9760572,27.3525,40.2025
9541229,-0.56,53.8917
9540887,-0.4258,53.8167
9500219,5.0179,52.5303
9606955,29.3092,44.8825
9777781,15.1725,37.225
9743349,20.7433,37.7958
9524399,-1.0992,46.7308
9524404,-1.2642,46.6125
9524996,-1.0042,46.5808
9525030,-0.8958,46.7125
9525295,-1.45,46.6525
9525233,-1.0742,46.5975
9525342,-1.4017,46.4825
9608065,35.8297,45.0667
9613990,35.8575,45.0358
9614205,35.8892,45.1125
9606932,35.9455,45.0554
9540899,-0.75,54.5008
9777737,14.8792,37.2225
9760525,26.6658,40.2292
9721520,29.4925,40.6515
9509805,-10.3208,51.8492
9559713,-5.8075,36.4583
9559784,-5.6708,36.4825
9559814,-5.6775,36.2883
9560563,-5.9192,36.2417
9500059,-0.5383,52.8405
9500303,-0.6919,52.6539
9540316,-0.8442,52.5375
9540631,-0.6092,52.6792
9540479,-0.3442,52.7825
9540344,-0.1525,52.7125
9569298,-0.1108,52.8192
9603393,30.7814,38.8229
9603592,31.2,38.565
9609436,30.5208,38.425
9609491,30.6708,38.3475
9609643,30.4042,38.7375
9609652,30.1125,38.7775
9609832,30.5142,38.9875
9609854,30.6042,38.5642
9611789,31.2925,38.7333
9611828,31.1292,38.5496
9612096,31.2325,38.7542
9612193,31.0275,38.5417
9612215,31.1075,38.7214
9612271,31.0158,38.7792
9609656,30.7558,38.8758
9609557,30.9,38.4542
9602824,30.6987,38.4976
9609495,30.5592,38.8417
9603272,30.8563,38.4362
9609719,30.8742,38.5108
9609853,30.4642,38.8042
9609500,30.8,38.5375
9609468,30.6083,38.7917
9609532,30.76,38.6692
9609787,30.8167,38.6875
9612009,30.9808,38.6167
9603612,31.0675,38.6658
9603479,31.21,38.6716
9743327,21.6975,37.4642
9509819,-9.8125,51.8775
9610587,31.7025,41.2192
9610840,31.55,41.2458
9001375,24.7133,40.7417
9001374,24.8284,41.0517
9001373,24.9887,41.0127
9001372,23.4308,38.8858
9001371,23.901,38.6196
9540955,-1.0175,54.5125
9769323,2.2208,42.5292
9712204,2.3608,42.5908
9712132,2.6258,42.6375
9001370,24.0525,38.5759
9001369,23.3353,38.9951
9001368,23.5775,38.5967
9001367,23.294,38.831
9001366,23.2242,39.0008
9618513,33.92,41.6625
9610785,33.6142,41.6492
9610995,33.3083,41.5333
9610871,33.2258,41.65
9610396,33.4625,41.7667
9610834,33.127,41.8931
9001364,23.1567,38.8644
9001363,23.2955,38.9675
9001362,23.0992,38.9258
9001361,23.0363,38.6775
9001360,23.2558,38.5805
9703345,18.0058,42.7475
9755677,36.3608,34.7142
9755810,36.2108,34.7333
9755330,36.3158,34.59
9756246,36.0542,34.5375
9001356,23.3749,38.8493
9781492,24.8242,35.2892
9756254,35.9592,35.1008
9001346,24.0747,38.4133
9001347,24.1839,38.4417
9001344,23.7382,38.5984
9001345,23.9112,38.4333
9001405,22.6661,38.776
9001404,22.8299,38.7641
9763973,0.1125,40.1225
9001407,22.555,38.9342
9513935,9.175,56.4833
9734349,21.94,38.9333
9735209,22.165,38.8208
9735647,22.2458,38.9508
9734133,22.3292,38.8583
9734361,22.4508,38.9392
9001406,22.5693,38.8574
9001401,22.4125,36.6092
9001400,22.4453,36.6364
9001403,22.6352,38.9537
9001402,22.6725,39.1378
9001397,22.5425,36.8
9001396,22.1941,37.0441
9001399,22.3493,36.825
9001398,22.1742,36.9545
9730689,21.9925,37.2458
9001393,22.0244,37.0842
9001392,21.8198,36.8575
9001395,22.0962,37.1083
9001394,22.2425,37.1113
9001388,21.8256,36.9758
9001389,21.9188,36.8542
9001390,21.6925,37.0437
9001391,21.7851,36.9548
9001384,21.4,37.6993
9001385,21.8892,37.1425
9001386,21.7492,37.2583
9759881,26.8425,39.7992
9760801,26.7325,39.9358
9761384,26.3392,39.7242
9761200,26.5833,39.8325
9761275,26.4558,39.7908
9760579,26.3292,39.8792
9001387,21.8192,37.1061
9001381,21.3567,37.9972
9001382,21.1308,37.8842
9001383,21.4123,37.8008
9001380,21.3734,38.0931
9001376,21.5025,38.096
9001377,21.9763,38.2292
9001378,21.8448,38.2711
9001379,21.8058,37.4
9560224,-6.0208,36.35
9001305,9.9025,54.9425
9001304,9.4775,55.3542
9001311,12.2608,55.3264
9716497,9.4708,44.2693
9001310,10.4257,55.0942
9564526,-5.2358,50.2708
9001299,10.2326,56.0683
9707773,6.8692,43.4692
9001298,10.1058,56.0958
9760699,27.6475,40.6242
9001297,10.2675,56.2378
9001303,9.8495,55.45
9001300,9.4533,55.5371
9001296,9.2992,55.6706
9001302,9.6292,55.6776
9600043,31.0917,41.0208
9610897,31.4142,41.0917
9001301,9.5508,55.5686
9756301,36.2208,34.9792
9413025,12.5175,54.4125
9001290,10.2142,56.8596
9001291,10.2442,56.8988
9768045,2.3292,41.675
9768098,2.1142,41.5108
9768362,2.1775,41.5908
9768398,2.2392,41.6258
9768257,2.2142,41.5292
9001289,9.6645,54.9375
9001295,10.4219,56.4881
9707746,6.5625,43.2567
9001294,10.1381,56.7602
9400334,10.1633,56.6025
9400330,10.0416,56.6801
9001293,10.2262,56.7347
9001282,10.1475,55.9792
9001283,10.2283,55.9342
9001280,10.5892,55.8125
9541026,-2.1775,54.8833
9541459,-2.3083,54.875
9541581,-1.8675,54.875
9541809,-2.1683,55.2175
9547230,-2.475,54.8075
9550929,-2.6092,55.1975
9501491,-2.4911,55.1853
9541797,-2.4483,55.1975
9540854,-2.4142,54.9708
9541378,-2.2392,54.975
9541631,-2.3583,55.0808
9541202,-2.1158,55.0625
9541431,-2.0875,54.9833
9000873,-2.0008,54.9592
9000872,-1.9089,54.9642
9540993,-1.6058,54.9608
9001281,9.6742,55.8321
9001286,10.0382,55.4808
9001287,9.9192,55.9096
9001284,9.8962,55.8268
9001285,9.8375,55.7325
9720891,8.7242,39.1008
9001337,23.9043,38.1626
9778129,16.0858,39.3442
9001336,24.6524,40.6465
9001339,23.8486,38.5375
9001338,23.9625,37.927
9001341,23.597,38.425
9001340,24.0461,37.8442
9001342,23.6423,38.4772
9580044,-5.6558,54.28
9712674,2.9258,42.8342
9700001,3.0062,42.8911
9712111,3.0133,42.9558
9001329,23.5875,38.0839
9001331,23.6293,38.3592
9001330,23.5475,38.1492
9001333,23.3623,38.0494
9001332,23.4163,38.0618
9001335,23.8178,38.27
9712273,2.9733,43.3208
9712391,2.5583,43.0475
9712491,2.8125,43.3708
9712493,2.5558,43.3525
9712518,2.3925,43.3417
9769419,2.3875,43.0583
9769420,1.9967,42.8083
9769423,2.0925,43.0808
9769548,2.125,42.6833
9769579,2.35,42.9167
9769611,2.1808,43.3458
9769630,2.0508,43.3
9769633,2.2225,43.3708
9712715,2.7458,43.1
9769375,2.2125,42.8958
9769564,2.2592,42.9942
9001510,2.2561,43.1435
9001509,2.3175,43.2675
9712481,2.4425,43.275
9712447,2.7308,43.2492
9712104,3.1525,43.2375
9001334,23.5558,38.4667
9001319,12.4617,55.3207
9001320,12.9139,55.5806
9001321,12.2364,56.075
9739126,20.3175,39.4025
9001312,10.6175,55.0264
9001243,17.4591,43.695
9701972,16.9175,44.1808
9702420,18.2758,42.8158
9702464,18.1158,43.3342
9702492,18.3408,43.3975
9702568,17.5892,43.6158
9702736,18.6858,42.9958
9702825,17.5625,43.5458
9702946,18.4692,43.4508
9702999,17.6042,43.2242
9703016,18.74,42.7333
9703085,17.9408,43.2458
9703092,17.4933,43.4208
9703105,18.2158,43.6333
9703282,18.1367,43.0042
9703526,17.6558,43.2342
9703936,17.8425,43.1767
9704155,18.2833,42.9275
9001242,17.5308,43.6458
9702810,18.2525,43.025
9702269,16.97,44.1292
9001244,17.4922,43.7908
9702225,16.9792,44.1042
9704273,17.1742,44.0083
9700016,17.5213,43.7976
9001241,17.6298,43.7875
9001240,17.3208,43.8751
9703017,18.6275,42.825
9704176,18.5858,43.1717
9703383,18.2083,43.4925
9702709,18.4175,42.7942
9704020,17.2308,43.7292
9703302,18.0092,43.6625
9700176,18.4566,42.8095
9703708,18.3575,42.7092
9702363,18.2708,43.2333
9704229,17.8908,43.6233
9704010,17.2458,43.4708
9703941,18.1608,42.7558
9700250,17.8139,43.7896
9703688,17.3575,43.33
9702901,17.7892,43.6292
9703938,18.0592,43.1508
9001239,17.8192,43.5025
9001238,17.8856,43.4804
9702952,17.7892,43.3508
9703547,17.775,43.1958
9703263,17.595,43.0292
9001313,10.7408,55.1333
9707727,5.375,43.3458
9001314,11.5992,55.8775
9443604,23.1892,58.6125
9001315,11.6258,55.6958
9588721,-6.0842,57.2175
9721472,30.0325,40.8042
9721913,30.055,40.6342
9001316,11.0825,55.6583
9001317,12.1558,55.4853
9001046,12.3487,55.9606
9400232,12.3811,56.0033
9001318,12.5368,56.0242
9525735,-1.8667,48.6683
9780630,11.2675,43.2425
9780808,11.7208,42.9958
9780856,11.4725,43.3292
9780938,11.1442,43.0667
9781042,11.3708,42.7508
9781236,11.5292,43.25
9781307,11.5342,42.9025
9781070,11.5875,43.1083
9001137,11.5626,42.9808
9780661,11.4608,43.1092
9001134,11.4677,42.9458
9781212,11.3542,43.0625
9780606,11.3208,42.9333
9780780,11.2242,42.8075
9781356,11.0892,42.9508
9001488,23.4842,37.7167
9513839,9.2958,56.4425
9764132,0.0992,40.3333
9001479,22.7708,38.3542
9001478,22.9653,38.2358
9001477,23.1581,38.202
9764156,0.2417,40.6125
9729471,22.9583,40.6608
9001476,23.0611,37.7338
9001475,22.9862,37.8458
9564720,-5.1042,51.9075
9001474,22.808,37.6697
9525634,-2.4292,48.5108
9001473,22.825,37.8583
9001472,22.7011,37.85
9703487,17.4575,43.125
9568995,0.5833,52.935
9541042,-1.7642,54.8
9541382,-1.9608,54.7083
9540775,-1.6992,54.675
9541027,-1.5525,54.7542
9541070,-1.4667,54.8742
9001487,23.2575,37.4153
9001485,23.1442,37.5225
9001484,23.0158,37.5892
9607143,29.4508,45.7692
9607164,29.5492,45.6792
9001483,23.1398,37.4192
9001482,23.0,37.9697
9756371,36.0375,34.8042
9001481,23.1459,37.9642
9001480,23.2192,38.1042
9739311,19.8775,40.1142
9001087,11.5428,44.1372
9001528,12.0892,44.6323
9746034,11.9042,44.6667
9780130,11.6708,44.4258
9780213,11.2542,44.225
9780333,11.4025,44.6208
9780346,10.975,44.1292
9780398,11.3992,44.1242
9780430,11.4008,44.3667
9780445,11.1167,44.4592
9001081,11.9408,44.4575
9001526,12.165,44.6
9780076,11.5717,44.475
9780078,11.1458,44.3042
9001089,11.2775,44.4402
9001084,11.3225,44.5624
9780062,11.3667,44.7333
9780295,11.5275,44.7317
9780147,11.7508,44.6392
9780186,11.8525,44.5075
9746303,11.9008,44.5408
9001525,12.0442,44.5508
9001527,12.2592,44.5842
9712348,2.8525,43.5333
9712380,3.1592,43.7167
9712430,3.1125,43.3542
9712544,3.0208,43.5458
9001522,3.1375,43.4724
9001521,3.2608,43.3139
9618339,34.6158,41.7892
9618740,34.4458,41.8042
9618708,34.5858,41.9008
9768501,1.0333,41.1525
9602389,28.4158,44.6625
9607283,28.5175,44.4542
9600128,28.628,44.3594
9607115,28.6567,44.3958
9500798,-4.8395,56.5463
9550298,-4.6975,56.5608
9583471,-5.0,56.55
9583736,-5.1058,56.4135
9586101,-5.1667,56.4083
9582132,-4.8667,56.4625
9500257,-5.101,56.3662
9585227,-5.2167,56.2583
9584287,-5.2433,56.4333
9001534,13.1205,38.1069
9001536,13.1458,37.9373
9001535,13.0602,38.0083
9600886,28.6113,44.2625
9605353,28.5892,43.9125
9606879,28.5675,44.0125
9605348,28.6376,44.0474
9607116,28.6,44.1725
9549572,-2.8167,56.8092
9550036,-2.5525,56.8583
9550087,-2.7542,56.9025
9549829,-2.8408,56.7558
9608538,38.825,40.4167
9608579,38.65,40.4292
9608581,37.9842,40.0725
9608626,38.6275,40.2625
9608638,38.4342,40.3833
9608708,38.3167,40.3008
9608769,39.6058,39.9792
9608790,39.0825,40.2625
9608799,39.0192,40.25
9608809,39.3417,40.2275
9608868,38.225,40.0592
9608907,39.4858,39.9917
9608946,38.7675,39.8875
9608959,39.6625,40.1917
9608977,38.4558,39.9083
9608989,38.9175,40.2958
9609016,39.0375,39.9792
9609027,38.2117,40.3925
9614379,36.2958,39.9292
9614383,37.6842,40.1375
9614384,35.7583,39.7042
9614387,35.9092,39.7375
9614399,36.0683,39.7525
9614425,36.3092,40.9125
9614459,35.8225,40.3083
9614570,37.2758,40.1425
9614594,36.5092,40.0667
9614662,36.0375,40.6058
9614675,37.2875,40.4958
9614701,36.8967,40.2875
9614704,36.2658,39.7775
9614706,36.5417,40.2408
9614710,35.6958,39.7458
9614751,36.3008,40.5483
9614755,36.2858,40.4208
9614757,36.325,40.6625
9614778,36.3258,40.8125
9614787,35.8875,40.4
9614793,36.245,40.675
9614799,36.1242,40.2083
9614814,35.8842,40.1667
9614817,37.0175,40.6908
9614827,36.9208,40.4325
9614828,36.3125,40.1292
9614864,37.4858,40.4758
9622633,35.7675,40.9033
9622643,34.7042,40.375
9622650,35.0075,39.9708
9622667,35.6058,40.6
9622693,35.7583,40.1375
9622719,35.1733,40.6292
9622736,35.44,39.8208
9622741,34.7842,40.125
9622805,35.5658,39.7275
9622853,35.2208,40.8208
9622875,35.5208,40.8667
9622912,35.45,40.0392
9622959,34.9025,40.6142
9622961,34.7942,39.9308
9622974,35.1825,40.1458
9622975,35.0558,40.2
9622994,35.3692,40.5525
9623029,35.7042,40.2542
9623057,35.7167,40.4275
9622892,35.8942,40.9383
9622683,34.8092,40.5542
9608513,38.2858,40.1583
9622904,35.4375,40.8458
9622716,34.9242,40.3975
9614543,37.5175,40.1925
9614426,37.2808,40.2592
9622927,35.4758,40.7375
9614783,36.1258,39.7917
9622750,35.55,40.5608
9614807,36.8125,40.7917
9614564,35.9908,40.2833
9609001,38.9708,40.15
9622983,34.9108,40.1183
9608636,38.6167,40.0125
9623062,35.8092,39.8375
9608926,38.6875,40.3467
9614416,36.3592,40.0417
9608762,39.4875,40.1925
9614847,36.7125,40.9192
9614536,36.1408,40.0083
9622735,34.8825,40.1792
9608517,38.4917,40.3925
9622802,35.0175,40.4208
9623009,35.5817,40.7525
9608589,38.7808,40.0708
9608722,39.4342,40.1892
9614693,35.9442,40.0083
9608643,38.3808,40.2225
9622647,35.0708,40.375
9614597,37.1617,40.2992
9622640,34.9325,40.2792
9608800,39.2575,40.0542
9608893,39.1167,40.0842
9623014,35.69,40.7408
9614411,35.9092,39.9425
9600097,36.9418,40.386
9614514,36.8242,40.4333
9614582,35.7958,40.75
9614573,36.6308,40.4408
9608608,38.9325,40.1575
9622657,35.8542,39.9667
9608545,38.8625,40.18
9608699,38.8417,40.2117
9614699,36.4808,40.325
9623063,35.1417,40.3508
9614808,36.2142,40.2833
9623001,35.3042,40.4042
9622682,35.6725,39.9275
9614775,36.1375,40.3392
9623056,35.6425,39.9483
9608845,38.7175,40.1342
9622862,35.5342,39.9542
9608948,38.4375,40.0575
9614773,36.0775,40.42
9622791,35.635,40.1058
9622944,35.5125,40.2
9614865,36.1058,40.4283
9614626,35.765,40.4925
9622918,35.4008,40.1725
9622940,35.4217,40.3208
9622709,35.5675,40.3833
9608889,38.3092,40.2092
9001196,38.1417,40.3142
9001197,38.078,40.1982
9614678,38.0242,40.2325
9614576,37.8808,40.2292
9614859,37.5508,40.3475
9614671,37.1858,40.4258
9614846,37.1042,40.475
9614476,36.7508,40.6333
9614385,36.6075,40.6958
9622891,35.6417,40.5508
9614674,35.7308,40.575
9614574,35.7775,40.6375
9614659,35.9442,40.7642
9614578,36.2675,40.7508
9614445,36.4042,40.7375
9614567,36.5075,40.7917
9614731,36.525,40.875
9614684,36.6442,40.9175
9001164,36.6125,41.0046
9001166,36.7508,41.1373
9001165,36.7708,41.2192
9614896,36.6925,41.2917
9602930,29.0985,41.1362
9603142,29.4418,41.1675
9610428,32.4592,41.6325
9610470,33.0625,41.5625
9610724,32.3625,41.4492
9610924,32.7375,41.4358
9610960,33.1275,41.6875
9610816,32.9725,41.6742
9610555,32.2892,41.5625
9610758,32.7708,41.6292
9610677,32.5408,41.5583
9610594,32.3842,41.6483
9610984,32.3117,41.6508
9618780,35.2508,41.5842
9618703,35.3342,41.6575
9720661,8.8417,38.9542
9615260,36.0158,41.0417
9615285,36.1025,41.1292
9614909,36.2583,41.1667
9001426,23.2788,40.3658
9001427,23.0637,40.3908
9001424,23.1665,40.3417
9001425,23.6358,40.4192
9404594,17.8125,54.3167
9404610,17.6592,54.2458
9404293,17.2292,54.5708
9001430,23.3292,40.2381
9001431,23.5308,39.9589
9001428,23.2135,40.3292
9548948,-3.09,56.7875
9549812,-2.6108,56.7042
9001429,23.4172,40.1068
9001546,36.2432,36.2083
9754147,36.5975,36.5223
9754198,36.6125,36.4375
9754370,36.8975,36.9308
9754381,37.0133,37.0542
9754720,36.1475,36.4
9754729,36.4892,36.8492
9754779,36.6167,37.0792
9755328,36.4575,34.2408
9755356,36.5925,34.0958
9755400,36.4242,33.8992
9755401,36.4075,34.5008
9755472,36.6292,34.3958
9755530,36.7833,34.3208
9755564,36.1833,34.0625
9755568,37.1225,34.5533
9755615,36.7158,34.3767
9755878,36.455,35.4858
9755911,36.6333,35.075
9755943,36.3408,35.175
9756008,36.4633,35.8042
9756079,36.8642,34.7725
9756115,37.1433,35.0958
9756119,37.4125,34.9167
9756172,37.2575,34.9258
9756185,36.9058,34.4992
9756190,36.4308,35.1758
9756253,36.9108,35.4083
9756264,36.3917,34.9725
9756273,37.2042,34.9058
9756286,36.2758,36.0825
9756308,36.4175,35.5875
9756337,36.5758,36.1342
9756361,36.7317,35.0592
9756367,36.1992,35.9292
9756378,36.4758,34.8833
9756475,37.06,34.8758
9755901,36.5792,36.0
9754465,36.7008,37.1008
9754719,37.0608,36.8417
9755937,36.7708,35.3975
9755535,36.2958,34.1792
9755702,36.5792,33.9475
9754795,36.8092,36.9908
9755886,36.4775,36.0208
9700618,36.6894,36.8814
9754546,36.6458,36.7875
9756232,37.1808,35.0042
9755703,36.3792,34.3708
9755550,36.7825,34.0792
9754275,36.9142,36.6658
9755963,37.0325,35.0617
9755304,36.9358,34.2483
9754310,36.7167,36.6583
9754738,36.3833,36.55
9755533,36.5125,34.3508
9754770,36.8242,36.4375
9755967,36.9392,35.0892
9754655,36.2983,36.45
9755871,37.0325,34.6625
9754363,36.7192,36.3692
9756212,36.9825,34.7975
9755502,36.575,34.4958
9700076,36.4622,36.3225
9756039,36.5333,34.6342
9756197,36.8125,34.5408
9755830,36.7008,34.7975
9756444,36.6025,34.8583
9756150,36.78,34.9525
9756098,36.8092,34.8083
9756192,36.8275,35.1
9756364,36.6975,35.175
9756073,36.6942,35.2592
9756284,36.5808,35.2875
9756088,36.6158,35.5358
9756134,36.5208,35.5467
9756042,36.2825,35.3358
9756460,36.3083,35.4667
9755854,36.29,35.6875
9755978,36.3992,35.9208
9001552,36.3875,36.1375
9754418,36.5,36.1878
9700073,36.3059,36.3417
9754502,36.1992,36.3
9756053,36.125,36.2275
9756419,36.0767,36.0558
9001434,23.4653,40.3138
9541146,-0.32,53.6425
9001435,23.8088,40.11
9001432,23.4009,40.0416
9591662,-6.3233,58.3775
9001433,23.2992,40.279
9001438,24.1842,40.3442
9001439,23.9159,40.3258
9001436,23.9508,40.06
9001437,20.1909,39.6339
9001411,22.9157,38.7125
9707629,5.5992,43.2917
9001410,22.7593,38.715
9560257,-6.1308,36.3458
9001409,22.575,38.7875
9001408,22.7331,38.9358
9001415,22.7558,39.0822
9001413,22.8333,38.9414
9001414,22.9449,39.0453
9001412,22.8927,39.1139
9001419,22.7258,39.2373
9001418,22.8042,39.3029
9001417,22.9842,39.4165
9001416,23.111,39.3358
9001423,23.3769,40.3942
9618665,35.1392,41.7625
9001422,22.9817,40.4417
9001421,23.0508,40.5208
9001420,23.0875,39.4566
9001458,21.0019,39.0375
9001459,20.9725,38.8825
9001460,20.9293,38.764
9001465,21.2088,38.7675
9700108,21.1167,39.0333
9700106,21.1923,38.7606
9001461,21.2508,38.9056
9001462,21.0569,38.8073
9001463,21.1542,38.5842
9001464,21.0341,38.6175
9001457,21.1525,39.1
9001466,21.0592,39.0308
9001467,21.7833,38.3958
9001468,22.6677,37.8833
9001469,22.0658,38.4075
9611065,32.7108,45.4292
9001470,22.3009,38.3775
9001471,22.9143,37.8492
9001441,24.3451,40.1875
9001440,23.7632,40.4731
9760777,27.4275,40.2692
9001443,23.7975,40.5667
9001442,23.799,40.4022
9700158,23.1317,40.8833
9728411,23.4583,40.5708
9728506,23.3042,40.7675
9728991,23.625,40.6108
9729096,23.2542,40.5792
9729501,23.5108,40.5588
9729554,23.4925,40.785
9728971,23.2242,40.7358
9729654,23.3492,40.6917
9700229,23.5351,40.6625
9001445,23.6543,40.6759
9001444,23.6992,40.7533
9439233,13.3425,54.5275
9001446,23.7333,40.63
9400134,14.8601,56.4156
9408130,14.8208,56.4167
9001447,24.6885,40.9425
9001448,24.4839,41.0408
9001451,19.4617,40.54
9001450,19.4925,40.325
9739587,20.0475,39.9542
9001456,20.0858,39.8108
9700166,20.0331,39.7861
9001453,20.0672,39.748
9001452,19.4592,40.7325
9001455,19.9258,39.6258
9404265,17.4125,54.6026
9404297,17.7892,54.6408
9435058,18.1558,54.3358
9404351,17.9,54.5208
9404347,17.6991,54.5908
9001454,20.2683,39.7758
9500491,5.1458,52.1703
9500490,4.2363,52.0378
9712437,2.9283,42.625
9606239,30.7775,40.9958
9764753,27.2992,37.0392
9500488,4.5758,52.4308
9500492,7.7023,53.5875
9500483,1.9642,50.9123
9500482,1.6042,50.6583
9756026,36.1658,35.2458
9500481,1.2429,49.9775
9500480,1.5184,50.1708
9500487,3.7292,51.2
9500486,2.3182,50.9542
9567591,1.9467,50.7575
9567609,2.0392,50.6408
9500485,2.1708,50.9158
9747038,34.0417,36.4833
9500506,-5.3931,57.9125
9500507,-4.0424,58.5042
9786098,25.205,37.0692
9588008,-5.0108,58.1375
9500504,8.8528,57.0925
9500505,-4.4683,58.4458
9500510,-5.6883,57.625
9500001,-5.4638,57.7719
9500051,-5.2884,57.6058
9500692,-5.5311,57.7097
9500508,-5.5592,57.8358
9500509,-5.3767,57.4342
9500498,8.4542,55.3881
9782218,24.5708,35.3008
9001309,9.1508,54.7542
9001308,9.0376,54.6967
9513153,8.8583,54.6908
9738412,13.5192,37.9558
9500503,9.3485,57.1208
9500500,8.1967,55.6808
9529642,-8.7458,53.3083
9530373,-8.6633,53.1008
9500501,-4.5875,58.4925
9500521,-3.9525,52.7423
9600076,29.9542,41.0
9606271,30.2325,41.0808
9500520,-4.131,52.2208
9500525,-4.0409,52.5376
9500523,-4.0542,52.4492
9512868,8.7892,53.7208
9513210,8.8925,53.7917
9710382,2.6408,42.4692
9712405,2.8558,42.5167
9500524,-4.1042,52.8625
9500527,-0.1339,50.8471
9500526,-4.7342,52.0525
9500513,-4.2586,54.9042
9700094,35.23,37.0704
9746653,35.6208,38.3833
9746801,35.6542,38.0742
9746977,35.3792,37.9492
9747022,35.285,37.625
9747093,34.8908,37.6583
9747098,35.6,37.8208
9747108,35.6808,37.6417
9747145,35.4008,37.1375
9747192,34.925,37.2125
9747354,34.7942,37.675
9747396,34.91,37.9108
9747442,35.0667,37.8833
9747445,35.1442,36.9575
9747462,34.5358,37.4833
9747488,35.2958,37.3542
9747505,35.3,37.8375
9747787,35.175,37.5925
9754866,36.7475,38.8875
9754911,36.1958,38.8408
9754925,35.7725,38.1292
9754930,35.9292,38.6375
9754950,36.3725,38.9708
9755050,36.5725,39.1
9755078,36.5217,38.6708
9755087,36.8192,39.0292
9755158,36.2525,38.4583
9755164,36.5692,38.9142
9755165,35.7825,38.4583
9755209,36.2992,38.5667
9755231,36.4175,38.6292
9747455,35.0292,36.9542
9747347,34.6608,37.4475
9747431,35.2608,37.3508
9747026,35.0417,37.6958
9755011,36.6642,38.9592
9755271,36.0525,38.7758
9747046,35.0692,37.4983
9747076,34.8817,37.4125
9754834,36.4642,39.0142
9747160,35.0792,37.2425
9755052,36.4725,38.8808
9747534,34.9925,37.2525
9754803,36.4225,38.7775
9755172,36.33,38.6917
9755235,36.1342,38.5667
9755141,36.0283,38.6075
9754962,36.0408,38.4392
9755239,36.0775,38.3217
9755202,35.9042,38.225
9746786,35.7017,38.2192
9746807,35.5575,38.15
9746735,35.505,38.0292
9747256,35.4417,37.8142
9747452,35.5125,37.6292
9747215,35.4342,37.4167
9747773,35.345,37.3342
9747300,35.2208,37.1619
9700091,35.3095,37.0947
9747456,35.3892,36.9892
9747067,35.15,36.7883
9001292,10.3114,56.4109
9400328,10.2149,56.4958
9401941,9.3267,56.3092
9420270,9.4975,56.2333
9420469,9.9692,56.0192
9420487,9.4258,56.4167
9420578,9.8633,56.2458
9420613,9.5425,55.8892
9400038,9.5658,56.0308
9400564,9.5642,56.125
9001027,9.6608,56.2046
9001025,9.6708,56.2625
9420564,9.7492,56.3417
9420083,10.0042,56.3583
9400325,10.2541,56.567
9500515,-4.6093,54.9358
9541187,-0.4042,54.0225
9500514,-5.7408,57.4575
9547912,-3.8392,53.0917
9548568,-3.7742,53.2008
9500517,-3.7366,53.2625
9768588,27.7825,36.0508
9500519,-3.3369,53.3017
9712408,4.4908,43.6908
9500518,-3.3792,54.7875
9541208,-1.9658,55.1275
9500536,8.5847,56.8385
9500537,8.5472,56.4751
9708598,3.0325,39.4158
9500540,8.4506,56.7613
9500541,9.2411,57.0529
9614984,37.6925,40.9958
9500542,8.5776,56.6464
9500528,-0.3042,50.9375
9500529,0.6364,50.8858
9500530,0.9619,51.0142
9000699,13.4958,57.6208
9400209,13.1592,57.2992
9410238,12.6958,57.1775
9439869,13.6192,57.925
9410322,13.4158,57.4375
9410198,13.0658,57.2625
9000701,13.4699,57.7825
9000694,13.3157,57.6613
9000703,13.2272,57.6625
9000702,13.1386,57.6425
9409926,13.0792,57.4225
9000704,12.9806,57.3015
9000706,12.9458,57.1893
9000705,12.8042,57.0967
9000700,12.7029,56.9758
9400343,12.6183,57.0279
9712397,3.2292,43.4592
9500534,8.7862,56.5446
9400339,12.87,56.8558
9500535,8.6294,56.5427
9777470,15.1125,37.0833
9500558,9.71,56.9542
9400230,14.9525,57.002
9407413,14.5425,57.0
9407414,14.4684,56.7792
9407425,14.7875,57.1906
9407514,15.185,57.1558
9407691,14.895,56.6667
9407808,14.5675,56.6516
9407915,15.0083,56.85
9407436,14.9967,56.9758
9400055,15.1133,57.0839
9400108,14.9667,57.2012
9400282,14.7908,57.0216
9407417,14.6938,56.8908
9400090,14.6752,56.6667
9408008,14.7158,56.4242
9614973,36.1333,41.3333
9500555,9.2522,56.8247
9513851,9.9192,56.5417
9500553,9.4645,56.5625
9578182,10.05,57.225
9500552,9.7833,57.127
9500551,9.1132,56.5437
9500544,9.0116,56.8167
9500575,9.8553,57.0575
9584092,-6.4425,55.7875
9400314,10.0238,57.0408
9400317,10.0875,57.0095
9400320,10.1375,57.058
9500560,9.9608,56.9989
9578079,9.9092,56.9727
9578444,9.8142,56.8175
9578698,10.0625,56.8613
9400313,10.2103,56.9944
9548893,-2.675,57.6333
9614956,37.1942,40.9925
9742674,20.5792,38.3208
9500568,8.9717,57.0371
9548889,-3.4742,57.5917
9548886,-4.2333,57.2892
9500566,8.7229,56.7834
9580293,-6.1467,55.0975
9500567,9.56,57.1167
9408018,14.6375,56.1542
9400306,14.5892,53.7458
